name_of_dish,ingredients,preparation_time,cooking_time,course,cuisine_state,method,url,flavour_type
Khira Sagara,"chenna, milk, sugar, cardamom, saffron",15 minutes,25 minutes,Dessert,Odisha,Make fresh chenna from full fat milk. | Knead chenna until smooth. | Shape into small balls. | Prepare thin sugar syrup. | Cook chenna balls in syrup until they expand. | Prepare thickened sweetened milk separately. | Place chenna balls in sweetened milk and chill.,https://www.vegrecipesofindia.com/wp-content/uploads/khira-sagara-recipe.jpg,Sweet & Creamy
Rasabali,"chenna, maida, sugar, cardamom, condensed milk, saffron, oil",15 minutes,30 minutes,Dessert,Odisha,Make chenna from full fat milk and knead smooth. | Shape into flat oval discs. | Deep fry until reddish brown. | Prepare sweetened milk with cardamom and saffron. | Soak fried rasabali in the sweetened milk. | Allow to absorb the flavors for an hour. | Serve at room temperature or chilled.,https://www.vegrecipesofindia.com/wp-content/uploads/rasabali-recipe.jpg,Sweetly Rich
Ragi Mudde,"finger millet (ragi) flour, water, salt",5 minutes,15 minutes,Main Course,Karnataka,Bring water to a boil in a pot. | Add a little ragi flour and stir to prevent lumps. | When water boils again add remaining flour at once. | Stir vigorously with a wooden spatula. | Cook on low flame turning the mass. | When it forms a smooth non-sticky ball it is done. | Serve immediately with sambar or saaru.,https://www.vegrecipesofindia.com/wp-content/uploads/ragi-mudde-recipe.jpg,Earthy & Mild
Jolada Roti,"jowar flour, water, salt, oil",10 minutes,15 minutes,Main Course,Karnataka,Mix jowar flour with salt. | Add warm water and knead into a pliable dough. | Make small balls and flatten with a rolling pin on plastic. | Transfer to a hot dry tawa. | Sprinkle water on top and cook covered. | Flip and cook other side. | Apply ghee and serve hot with curry.,https://www.vegrecipesofindia.com/wp-content/uploads/jolada-roti-recipe.jpg,Earthy & Mild
Enne Badanekai,"small brinjal, peanuts, sesame, coconut, tamarind, jaggery, spices, mustard seeds, curry leaves, oil, salt",20 minutes,25 minutes,Main Course,Karnataka,"Sweet, Sour & Spiced",,
Palya,"carrot, beans or cabbage, grated coconut, mustard seeds, curry leaves, green chilli, oil, salt",10 minutes,15 minutes,Side Dish,Karnataka,"Peel and grate carrot or cut vegetables into thin pieces. | Heat oil and add mustard seeds and urad dal. | Add curry leaves and dry red chilli. | Add onion and saute until soft. | Add vegetables and mix well. | Add salt, turmeric and coconut. | Cook briefly until vegetables are just done.",https://www.vegrecipesofindia.com/wp-content/uploads/palya-recipe.jpg,Light & Mild
Saaru,"toor dal, tomato, tamarind, saaru powder, mustard seeds, curry leaves, garlic, ghee, coriander, salt",10 minutes,20 minutes,Soup,Karnataka,"Cook dal until soft. | Combine with tamarind, tomato and saaru powder. | Simmer until thin. | Temper with ghee, mustard, garlic and curry leaves. | Garnish with coriander. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/saaru-recipe.jpg,Tangy & Peppery
Puliyogare,"cooked rice, tamarind, peanuts, sesame, dried red chillies, chana dal, curry leaves, mustard seeds, oil, salt",15 minutes,15 minutes,Main Course,Karnataka,"Prepare tamarind-based puliyogare gojju. | Fry peanuts, sesame and chana dal. | Mix gojju with cooked rice. | Add tempering and peanuts. | Serve as temple prasad or picnic rice.",https://www.vegrecipesofindia.com/wp-content/uploads/puliyogare-recipe.jpg,Tangy & Nutty
Chitranna,"cooked rice, lemon juice, peanuts, mustard seeds, turmeric, curry leaves, green chilli, oil, salt",10 minutes,10 minutes,Main Course,Karnataka,"Temper mustard seeds and curry leaves. | Add peanuts and fry. | Add turmeric, green chilli and cooked rice. | Add lemon juice and mix. | Serve at room temperature.",https://www.vegrecipesofindia.com/wp-content/uploads/chitranna-recipe.jpg,Tangy & Mild
Majjige Huli,"yogurt, vegetables (ash gourd), grated coconut, green chilli, ginger, cumin, mustard seeds, curry leaves, oil, salt",10 minutes,15 minutes,Main Course,Karnataka,"Cook ash gourd until tender. | Grind coconut, chilli, ginger and cumin. | Mix with yogurt and pour over vegetable. | Heat gently without boiling. | Temper and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/majjige-huli-recipe.jpg,Tangy & Mild
Menthe Soppu Palya,"fresh fenugreek leaves, onion, garlic, turmeric, coconut, mustard seeds, oil, salt",10 minutes,15 minutes,Side Dish,Karnataka,"Wash fresh fenugreek leaves and chop roughly. | Heat oil and add mustard seeds and urad dal. | Add curry leaves and green chilli. | Add onion and saute until soft. | Add fenugreek leaves and mix. | Add salt, turmeric and a pinch of sugar to balance bitterness. | Cook until dry and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/menthe-soppu-palya-recipe.jpg,Slightly Bitter & Savory
Gojju,"brinjal or tomato, tamarind, jaggery, mustard seeds, curry leaves, sambar powder, sesame, oil, salt",10 minutes,20 minutes,Side Dish,Karnataka,"Roast and cook brinjal or tomato. | Add tamarind, jaggery and spices. | Simmer until thick. | Temper mustard seeds and curry leaves. | Serve as tangy-sweet relish.",https://www.vegrecipesofindia.com/wp-content/uploads/gojju-recipe.jpg,Sweet & Tangy
Kori Roti (Veg),"thin crisp wafer rice rotis, coconut-based vegetable curry, spices, coconut oil",15 minutes,30 minutes,Main Course,Karnataka (Mangalorean),Prepare thin crisp rice rotis or use ready-made ones. | Make a rich coconut-based curry with vegetables or lentils. | Prepare tempering with coconut oil and spices. | Cook curry until thick and fragrant. | Break crisp rotis into large pieces on a plate. | Pour hot curry over the rotis. | Serve immediately before rotis become too soggy.,https://www.vegrecipesofindia.com/wp-content/uploads/kori-roti-veg-recipe.jpg,Rich & Coconuty
Bisi Bele Bhath,"rice, toor dal, mixed vegetables, tamarind, jaggery, bisi bele bath masala, ghee, cashews, salt",15 minutes,40 minutes,Main Course,Karnataka,"Cook rice and dal together. | Add tamarind, jaggery, vegetables and masala. | Simmer until well blended. | Add ghee and cashews on top. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/bisi-bele-bhath-recipe.jpg,Tangy & Hearty
Nolen Gurer Payesh,"gobindobhog rice, date palm jaggery (nolen gur), milk, cardamom",5 minutes,45 minutes,Dessert,West Bengal,Wash gobindobhog rice and soak for 20 minutes. | Boil full fat milk and reduce to three-quarters. | Add soaked rice and cook on low flame stirring often. | Cook until rice is soft and milk is creamy. | Remove from heat and let cool slightly. | Add liquid date palm jaggery and stir gently. | Serve warm or chilled.,https://www.vegrecipesofindia.com/wp-content/uploads/nolen-gurer-payesh-recipe.jpg,Caramel & Sweet
Mishit Pulao,"gobindobhog rice, ghee, whole spices, sugar, raisins, cashews",30 minutes (soaking),25 minutes,Main Course,West Bengal,"Wash gobindobhog rice and soak briefly. | Heat ghee and add whole spices. | Add the rice and fry for 2 minutes. | Add hot water, salt and a pinch of sugar. | Cook covered until rice is done. | The sweetness should be subtle. | Serve with vegetable curry or kosha.",https://www.vegrecipesofindia.com/wp-content/uploads/mishti-pulao-recipe.jpg,Sweet & Aromatic
Mustard Fish Bhorta (Veg),"raw banana, mustard paste, green chilli, garlic, mustard oil, salt",10 minutes,15 minutes,Side Dish,West Bengal,"Boil raw banana and mash. | Mix with mustard paste, green chilli and garlic. | Add mustard oil and salt. | Mix thoroughly. | Serve as side with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/mustard-bhorta-recipe.jpg,Pungent & Savory
Potol Dolma,"pointed gourd, paneer, cashews, raisins, coconut, spices, oil, salt",20 minutes,25 minutes,Main Course,West Bengal,"Peel pointed gourds and scoop out seeds to create a hollow. | Prepare filling with paneer, spices and dry fruits. | Stuff each gourd with the filling carefully. | Shallow fry stuffed gourds until golden on all sides. | Prepare a light gravy with tomato and spices. | Add stuffed gourds to gravy. | Simmer gently and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/potol-dolma-recipe.jpg,Mild & Savory
Aloor Dom,"small baby potatoes, mustard oil, panch phoron, dry red chilli, tomato, ginger, turmeric, coriander powder, salt",10 minutes,25 minutes,Main Course,West Bengal,Prick small baby potatoes all over and fry until golden. | Make paste by frying onion until dark and blending. | Cook onion paste with ginger and spices. | Add beaten yogurt and cook until oil separates. | Add fried potatoes and mix. | Add water and cook until potatoes absorb the masala. | Finish with garam masala and coriander.,https://www.vegrecipesofindia.com/wp-content/uploads/aloor-dom-recipe.jpg,Spiced & Savory
Bengalichholar Dal,"chana dal, coconut, ghee, dry red chilli, cumin, ginger, bay leaf, garam masala, salt",30 minutes (soaking),25 minutes,Main Course,West Bengal,"Cook soaked chana dal until tender. | Temper ghee with cumin, bay leaf and red chilli. | Add ginger and coconut pieces. | Mix into dal. | Add garam masala and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/bengali-cholar-dal-recipe.jpg,Sweet & Savory
Zunka,"besan, onion, garlic, mustard seeds, turmeric, red chilli, curry leaves, oil, salt",10 minutes,20 minutes,Main Course,Maharashtra,Heat oil and add mustard seeds and curry leaves. | Add finely chopped green chilli and garlic. | Add chopped onion and cook until soft. | Slowly add besan while stirring to avoid lumps. | Add water gradually to adjust consistency. | Add turmeric and salt. | Cook on low flame until besan is cooked through.,https://www.vegrecipesofindia.com/wp-content/uploads/zunka-recipe.jpg,Savoury
Kande Pohe,"flattened rice, onion, mustard seeds, green chilli, turmeric, curry leaves, lemon juice, coriander, oil, salt",10 minutes,15 minutes,Breakfast,Maharashtra,"Wash poha and drain, keeping it moist. | Heat oil and add mustard seeds and curry leaves. | Add sliced onion and green chilli. | Cook until onion is translucent. | Add turmeric and salt and mix. | Add soaked poha and toss gently. | Squeeze lemon, garnish with coriander and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/kande-pohe-recipe.jpg,Savoury
Ukdiche Modak,"rice flour, fresh coconut, jaggery, cardamom, ghee, salt, water",30 minutes,20 minutes,Dessert,Maharashtra,"Prepare dough with rice flour and hot water and knead smooth. | Make filling with fresh coconut, jaggery and cardamom cooked until thick. | Take small dough portions and flatten into cups. | Fill with coconut mixture generously. | Pleat and gather the edges to form a peak. | Steam for 10-12 minutes. | Serve warm with a drizzle of ghee.",https://www.vegrecipesofindia.com/wp-content/uploads/ukdiche-modak-recipe.jpg,Sweet
Saraswat Dalitoy,"toor dal, coconut, green chilli, ginger, mustard seeds, curry leaves, ghee, turmeric, salt",10 minutes,20 minutes,Main Course,Goa,"Pressure cook toor dal until soft. | Blend with coconut, green chilli and ginger. | Temper mustard seeds and curry leaves in ghee. | Add dal mixture and simmer. | Adjust consistency and serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/saraswat-dalitoy-recipe.jpg,Savoury
Goan Khatkhate,"mixed vegetables, raw banana, yam, coconut, tamarind, red chilli, turmeric, jaggery, oil, salt",20 minutes,30 minutes,Main Course,Goa,Cut mixed vegetables into chunks. | Soak tamarind and extract pulp. | Make fresh coconut paste with spices and chilli. | Cook vegetables in tamarind water until tender. | Add coconut paste and mix. | Season with salt and jaggery for balance. | Simmer until gravy thickens and serve.,https://www.vegrecipesofindia.com/wp-content/uploads/goan-khatkhate-recipe.jpg,Savoury
Sol Kadhi,"kokum, coconut milk, green chilli, garlic, ginger, coriander, salt",15 minutes,0 minutes,Beverage,Goa,"Soak kokum in water until pink. | Extract coconut milk. | Mix kokum water into coconut milk. | Add crushed garlic, green chilli and salt. | Stir and serve chilled as digestive drink.",https://www.vegrecipesofindia.com/wp-content/uploads/sol-kadhi-recipe.jpg,Savoury
Pesara Garelu,"moong dal, ginger, green chilli, onion, curry leaves, oil, salt",4 hours (soaking),20 minutes,Breakfast,Andhra Pradesh,"Soak and grind moong dal coarsely. | Mix with ginger, green chilli and onion. | Add curry leaves and salt. | Shape into vadas and deep fry. | Serve hot with coconut chutney.",https://www.vegrecipesofindia.com/wp-content/uploads/pesara-garelu-recipe.jpg,Savoury
Gutti Vankaya Curry,"small brinjal, onion, peanuts, sesame seeds, coconut, tamarind, red chilli, coriander, oil, salt",20 minutes,30 minutes,Main Course,Andhra Pradesh,"Grind peanuts, sesame, coconut and spices into masala. | Slit brinjals and stuff with masala. | Heat oil and fry onion. | Add stuffed brinjals and cook covered. | Add tamarind water and simmer. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/gutti-vankaya-curry-recipe.jpg,Savoury
Dosakaya Pappu,"yellow cucumber (dosakaya), toor dal, tomato, green chilli, turmeric, tamarind, mustard seeds, curry leaves, oil, salt",10 minutes,25 minutes,Main Course,Andhra Pradesh,"Pressure cook dal with dosakaya and tomato. | Add tamarind, turmeric and salt. | Mash slightly and simmer. | Temper with mustard seeds and curry leaves. | Serve with rice.",https://www.vegrecipesofindia.com/wp-content/uploads/dosakaya-pappu-recipe.jpg,Savoury
Bobbatlu,"maida, chana dal, jaggery, cardamom, turmeric, ghee, oil",30 minutes,30 minutes,Dessert,Andhra Pradesh,Make soft dough with maida and rest for an hour. | Cook chana dal with jaggery until thick for filling. | Add cardamom and coconut to the filling. | Stuff dough with filling and flatten carefully. | Roll gently into flat rotis. | Cook on tawa with generous ghee. | Serve warm.,https://www.vegrecipesofindia.com/wp-content/uploads/bobbatlu-recipe.jpg,Sweet
Sakinalu,"rice flour, sesame seeds, ajwain, oil, salt",20 minutes,20 minutes,Snack,Telangana,"Mix rice flour with sesame, ajwain and salt. | Knead into stiff dough. | Press through mould into pretzel shapes. | Deep fry until crisp. | Cool and store.",https://www.vegrecipesofindia.com/wp-content/uploads/sakinalu-recipe.jpg,Savoury
Uppudi Pindi,"broken rice, onion, green chilli, mustard seeds, curry leaves, peanuts, turmeric, oil, salt",5 minutes,20 minutes,Breakfast,Telangana,"Dry roast broken rice lightly. | Temper mustard seeds, peanuts and curry leaves. | Add onion and green chilli. | Add broken rice and water. | Cook covered until done. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/uppudi-pindi-recipe.jpg,Savoury
Sarva Pindi,"rice flour, chana dal, sesame seeds, peanuts, green chilli, ginger, curry leaves, oil, salt",15 minutes,20 minutes,Breakfast,Telangana,"Soak chana dal briefly. | Mix rice flour with dal, sesame, peanuts and spices. | Add water to form soft dough. | Pat thin on greased tawa. | Cook on medium heat until crisp on both sides.",https://www.vegrecipesofindia.com/wp-content/uploads/sarva-pindi-recipe.jpg,Savoury
Bhutte Ka Kees,"grated corn, milk, mustard seeds, green chilli, ginger, turmeric, coconut, lemon, coriander, oil, salt",10 minutes,15 minutes,Breakfast,Madhya Pradesh,"Grate fresh corn on the cob. | Heat oil and add mustard seeds and curry leaves. | Add grated ginger and green chilli. | Add grated corn and stir well. | Add turmeric, salt and a little sugar. | Add milk and cook until corn absorbs it. | Garnish with coconut and coriander and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/bhutte-ka-kees-recipe.jpg,Savoury
Dal Bafla,"wheat flour, ghee, semolina, dal, onion, tomato, garlic, turmeric, oil, salt",30 minutes,45 minutes,Main Course,Madhya Pradesh,"Make wheat dough balls, boil then bake. | Dip in ghee. | Prepare tadka dal with spices. | Serve bafla dipped in ghee alongside hot dal.",https://www.vegrecipesofindia.com/wp-content/uploads/dal-bafla-recipe.jpg,Savoury
Mawa Bati,"khoya, maida, dry fruits, sugar syrup, cardamom, ghee, oil",20 minutes,30 minutes,Dessert,Madhya Pradesh,"Mix khoya with maida, cardamom and dry fruits. | Knead into a soft dough. | Shape into small round balls or patties. | Deep fry on medium heat until golden brown. | Prepare thin sugar syrup. | Soak fried mawa bati in warm syrup. | Serve garnished with pistachio.",https://www.vegrecipesofindia.com/wp-content/uploads/mawa-bati-recipe.jpg,Sweet
Chakki Ki Shak,"wheat flour dumplings, yogurt, besan, turmeric, red chilli, mustard seeds, curry leaves, oil, salt",20 minutes,25 minutes,Main Course,Madhya Pradesh,Make dough with wheat flour and roll thin. | Cut into diamond shapes or strips. | Boil in water until cooked. | Prepare a yogurt-based gravy with spices. | Add cooked wheat dumplings to the gravy. | Simmer until they absorb the flavors. | Serve hot with rice or roti.,https://www.vegrecipesofindia.com/wp-content/uploads/chakki-ki-shak-recipe.jpg,Savoury
Fara,"rice flour, chana dal, ginger, green chilli, oil, salt",20 minutes,20 minutes,Snack,Chhattisgarh,Mix rice flour with salt and knead with hot water. | Shape into small cylindrical dumplings. | Steam for 10-15 minutes until cooked. | Prepare tempering with mustard seeds and curry leaves. | Pour tempering over steamed faras. | Serve with chutney. | Can also be pan-fried after steaming for a crispy version.,https://www.vegrecipesofindia.com/wp-content/uploads/fara-recipe.jpg,Savoury
Chila (Chhattisgarhi),"rice flour, moong dal, green chilli, ginger, onion, coriander, oil, salt",4 hours (soaking),15 minutes,Breakfast,Chhattisgarh,Soak rice overnight and grind to a smooth batter. | Add salt and a little water for consistency. | Heat a tawa and grease with oil. | Pour a ladleful of batter and spread thin. | Cook on medium flame until edges lift. | Flip and cook briefly on other side. | Serve with chutney or vegetable curry.,https://www.vegrecipesofindia.com/wp-content/uploads/chhattisgarhi-chila-recipe.jpg,Savoury
Dubki Kadhi,"besan, yogurt, onion, green chilli, cumin, mustard seeds, turmeric, fenugreek, oil, salt",10 minutes,25 minutes,Main Course,Chhattisgarh,Make smooth batter with besan and yogurt. | Prepare small pakoras and deep fry. | Heat oil and add mustard seeds and curry leaves. | Add onion and saute until golden. | Add besan-yogurt mixture and stir continuously. | Add water and bring to a gentle boil. | Add pakoras and simmer for 10 minutes.,https://www.vegrecipesofindia.com/wp-content/uploads/dubki-kadhi-recipe.jpg,Savoury
Muthia,"bottle gourd, wheat flour, besan, methi leaves, turmeric, sesame seeds, oil, sugar, salt",20 minutes,25 minutes,Snack,Gujarat,"Grate bottle gourd and squeeze out water. | Mix with wheat flour, besan, ginger, green chilli and spices. | Knead into a soft dough. | Shape into cylindrical rolls. | Steam for 20 minutes until firm. | Cut into slices and shallow fry until golden. | Pour tempering and serve.",https://www.vegrecipesofindia.com/wp-content/uploads/muthia-recipe.jpg,Savoury
Dabeli,"pav, spiced potato filling, raw mango chutney, tamarind chutney, pomegranate, sev, peanuts, onion",20 minutes,15 minutes,Snack,Gujarat,"Prepare spiced potato filling with dabeli masala. | Slit pav and spread both chutneys. | Fill with potato mixture. | Top with peanuts, pomegranate and sev. | Grill on tawa. | Serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/dabeli-recipe.jpg,Savoury
Fafda,"besan, turmeric, ajwain, black pepper, papad khar, oil, salt",15 minutes,20 minutes,Snack,Gujarat,"Mix besan with turmeric, carom seeds and oil. | Knead into a stiff smooth dough. | Take portions and roll very thin with a rolling pin. | Cut into long strips. | Deep fry in hot oil until crispy and golden. | Drain well on paper towels. | Serve with papaya chutney and jalebi.",https://www.vegrecipesofindia.com/wp-content/uploads/fafda-recipe.jpg,Savoury
Lilva Kachori,"maida, fresh tuvar lilva, coconut, sesame, ginger, green chilli, lemon, sugar, oil, salt",30 minutes,25 minutes,Snack,Gujarat,"Shell fresh tuvar lilva and cook until soft. | Mash with spices, ginger, green chilli and lemon juice. | Make dough with maida and oil and rest. | Stuff dough with lilva filling and seal. | Roll gently into kachoris. | Deep fry until golden and crispy. | Serve with chutney.",https://www.vegrecipesofindia.com/wp-content/uploads/lilva-kachori-recipe.jpg,Savoury
Pinni,"whole wheat flour, ghee, jaggery, almonds, cardamom, fennel seeds, dry coconut",15 minutes,30 minutes,Dessert,Punjab,"Roast wheat flour in generous ghee until golden. | Cool and mix with melted jaggery. | Add cardamom, almonds and fennel. | Shape into round balls while warm. | Cool and store.",https://www.vegrecipesofindia.com/wp-content/uploads/pinni-recipe.jpg,Sweet
Amritsari Kulcha,"maida, potato, onion, coriander, green chilli, butter, ajwain, pomegranate seeds, salt",2 hours (resting),15 minutes,Breakfast,Punjab,"Make dough with maida, yogurt, oil and baking powder. | Rest the dough for 2 hours. | Make filling with mashed potato, paneer and spices. | Stuff dough balls with filling and roll flat. | Sprinkle nigella seeds and coriander on top. | Cook in a very hot tandoor or oven or tawa with butter. | Serve with chole and raw onion.",https://www.vegrecipesofindia.com/wp-content/uploads/amritsari-kulcha-recipe.jpg,Savoury
Haryanvi Kadhi,"buttermilk, besan, onion, tomato, fenugreek seeds, red chilli, turmeric, ghee, salt",10 minutes,25 minutes,Main Course,Haryana,"Make batter with besan and buttermilk. | Add turmeric, salt and chilli powder. | Heat oil and add mustard seeds and curry leaves. | Add onion and saute until golden. | Add the besan-buttermilk mixture and stir. | Bring to a boil stirring continuously. | Simmer for 15 minutes and add garam masala.",https://www.vegrecipesofindia.com/wp-content/uploads/haryanvi-kadhi-recipe.jpg,Savoury
Singri Ki Sabzi,"dried moth bean pods (sangri), dried ker berries, yogurt, red chilli, coriander powder, oil, salt",8 hours (soaking),25 minutes,Main Course,Haryana,Soak dried sangri in water overnight to rehydrate. | Boil briefly and drain excess water. | Heat oil and add cumin seeds and dry red chilli. | Add onion and cook until golden. | Add tomato and spices. | Add soaked sangri and mix. | Cook with a little water until flavors meld.,https://www.vegrecipesofindia.com/wp-content/uploads/singri-ki-sabzi-recipe.jpg,Savoury
Bajra Khichri,"bajra (pearl millet), moong dal, ghee, cumin, turmeric, ginger, salt",8 hours (soaking),30 minutes,Main Course,Haryana,Soak bajra and moong dal for a few hours. | Pressure cook together until very soft. | Heat ghee and add cumin seeds. | Add onion and cook until soft. | Add ginger and green chilli. | Add the cooked bajra and dal mixture. | Season with salt and serve with ghee and pickle.,https://www.vegrecipesofindia.com/wp-content/uploads/bajra-khichri-recipe.jpg,Savoury
Himachali Dham,"rajma, chana dal, moong dal, rice, yogurt, cardamom, cloves, ghee, asafoetida, salt",8 hours (soaking),60 minutes,Main Course,Himachal Pradesh,Cook rajma until very soft. | Prepare dal with moong and chana dal. | Make a yogurt-based gravy with whole spices. | Cook boor badi if available. | Combine all components in a specific order. | Serve on leaf plates in traditional style. | Each component is separate yet part of the meal.,https://www.vegrecipesofindia.com/wp-content/uploads/himachali-dham-recipe.jpg,Savoury
Chha Gosht (Veg),"raw banana, yogurt, besan, ginger, garlic, red chilli, cardamom, cloves, ghee, salt",20 minutes,35 minutes,Main Course,Himachal Pradesh,Marinate raw banana pieces in yogurt and spices. | Heat ghee and fry whole spices. | Add onion paste and cook until golden. | Add the marinated banana and mix. | Cook until banana is tender and masala is absorbed. | Add cream and finish with cardamom. | Serve with rice or roti.,https://www.vegrecipesofindia.com/wp-content/uploads/himachali-veg-gosht-recipe.jpg,Savoury
Sidu,"wheat flour, walnuts, poppy seeds, yeast, ghee, salt",4 hours (fermentation),20 minutes,Breakfast,Himachal Pradesh,Mix wheat flour with yeast and warm water. | Knead into a soft dough and allow to rise for 2-3 hours. | Make filling of poppy seeds and walnuts with honey. | Stuff risen dough with filling and shape. | Steam the stuffed bread for 20 minutes. | Serve warm with ghee and dal. | A traditional Himachali bread.,https://www.vegrecipesofindia.com/wp-content/uploads/sidu-recipe.jpg,Savoury
Aktori,"buckwheat flour, sugar, ghee, cardamom, milk",10 minutes,15 minutes,Dessert,Himachal Pradesh,"Mix buckwheat flour with sugar, cardamom and milk. | Make smooth batter. | Cook thin pancakes on greased tawa. | Drizzle ghee and serve warm. | Traditional festival sweet.",https://www.vegrecipesofindia.com/wp-content/uploads/aktori-recipe.jpg,Sweet
Chutneywaali Aloo Sabzi,"potato, mint, coriander, green chilli, ginger, lemon, cumin, oil, salt",10 minutes,20 minutes,Main Course,Uttar Pradesh,"Boil and cube potatoes. | Grind mint, coriander and green chilli into chutney. | Heat oil and add cumin. | Add potatoes and chutney paste. | Toss well and cook for 5 minutes. | Serve with puri.",https://www.vegrecipesofindia.com/wp-content/uploads/chutney-wali-aloo-recipe.jpg,Savoury
Baati Churma Dal,"wheat flour, ghee, toor dal, jaggery, cardamom, garlic, tomato, turmeric, oil, salt",30 minutes,50 minutes,Main Course,Rajasthan,"Make stiff wheat dough and shape into balls. | Bake in oven or over charcoal until golden. | Dip hot baati generously in ghee. | Make panchmel dal with 5 lentils and spices. | Make churma by coarsely grinding roasted wheat balls. | Mix churma with jaggery, ghee and cardamom. | Serve all three together as a complete meal.",https://www.vegrecipesofindia.com/wp-content/uploads/baati-churma-dal-recipe.jpg,Savoury
Mohan Maas (Veg),"paneer, cream, milk, cardamom, saffron, fennel, sugar, ghee, cashews",10 minutes,25 minutes,Main Course,Rajasthan,"Marinate paneer in milk, cream and cardamom. | Heat ghee and fry paneer briefly. | Make a white gravy with onion paste, cream and cashews. | Cook the gravy until fragrant. | Add saffron milk and whole spices. | Add paneer and mix gently. | Simmer until gravy coats the paneer.",https://www.vegrecipesofindia.com/wp-content/uploads/mohan-maas-veg-recipe.jpg,Savoury
Rajasthani Papad Ki Sabzi,"roasted papad, yogurt, besan, cumin, red chilli, turmeric, coriander, ghee, salt",5 minutes,15 minutes,Main Course,Rajasthan,"Roast or fry papad and break into pieces. | Heat oil and add cumin seeds. | Add onion, tomato, green chilli and ginger. | Cook until masala is done. | Add yogurt and cook stirring well. | Add water to make a light gravy. | Add papad pieces just before serving.",https://www.vegrecipesofindia.com/wp-content/uploads/rajasthani-papad-sabzi-recipe.jpg,Savoury
Mohanthal,"coarse besan, ghee, sugar, cardamom, milk, saffron, almonds, pistachios",20 minutes,30 minutes,Dessert,Rajasthan,Coarsely grind besan if available or use ready gram flour. | Roast besan in ghee on very low flame until golden and fragrant. | This takes about 30-40 minutes of constant stirring. | Add sugar syrup of two-thread consistency. | Add cardamom and mix quickly. | Pour into greased tray and spread. | Decorate and cut into squares when set.,https://www.vegrecipesofindia.com/wp-content/uploads/mohanthal-recipe.jpg,Sweet
Kaju Curry,"cashews, onion, tomato, cream, ginger-garlic paste, garam masala, kasuri methi, oil, salt",15 minutes,25 minutes,Main Course,North Indian,"Soak cashews in water for 30 minutes. | Fry cashews in ghee until lightly golden. | Make gravy with onion, tomato and cashew paste. | Heat oil and cook the paste until oil separates. | Add cream and whole spices. | Add fried cashews and simmer briefly. | Garnish with cream and coriander.",https://www.vegrecipesofindia.com/wp-content/uploads/kaju-curry-recipe.jpg,Savoury
Malai Kofta,"paneer, potato, cream, onion, tomato, cashews, garam masala, kasuri methi, oil, salt",30 minutes,35 minutes,Main Course,North Indian,"Mix paneer and potato, shape into koftas and fry. | Prepare rich onion-tomato-cashew gravy. | Add cream and kasuri methi. | Add koftas to gravy. | Simmer gently and serve hot.",https://www.vegrecipesofindia.com/wp-content/uploads/malai-kofta-recipe.jpg,Savoury
Lasooni Dal,"toor dal, garlic, red chilli, ghee, turmeric, cumin, tomato, coriander, salt",5 minutes,25 minutes,Main Course,North Indian,Cook toor dal until soft. | Peel and roughly crush a generous amount of garlic. | Heat ghee until very hot and fry garlic until golden and crispy. | Add dry red chilli and cumin seeds. | Pour the garlic tempering over cooked dal. | Add lemon juice and mix. | Serve garnished with coriander.,https://www.vegrecipesofindia.com/wp-content/uploads/lasooni-dal-recipe.jpg,Savoury
Amla Murabba,"Indian gooseberry, sugar, saffron, cardamom, cloves",24 hours,30 minutes,Condiment,North Indian,"Prick amla all over and soak overnight. | Prepare thick sugar syrup. | Cook amla in syrup until translucent. | Add saffron, cardamom and cloves. | Cool and store in jars.",https://www.vegrecipesofindia.com/wp-content/uploads/amla-murabba-recipe.jpg,Sweet
Til Gajak,"sesame seeds, jaggery, ghee",10 minutes,20 minutes,Dessert,North Indian,Dry roast sesame seeds until golden. | Heat jaggery with very little water to hard crack stage. | Test in cold water for brittleness. | Add sesame seeds immediately and mix off heat. | Roll out thin with greased rolling pin on greased surface. | Cut into strips while still warm. | Cool completely until very hard and crispy.,https://www.vegrecipesofindia.com/wp-content/uploads/til-gajak-recipe.jpg,Sweet
Kaddu Ka Halwa,"red pumpkin, sugar, ghee, cardamom, milk, cashews, saffron",15 minutes,35 minutes,Dessert,North Indian,Peel and grate red pumpkin. | Heat ghee and add the grated pumpkin. | Cook on medium flame stirring often until moisture evaporates. | Add sugar and mix until dissolved. | Add cardamom powder and saffron. | Cook until halwa comes together and leaves the pan. | Garnish with dry fruits and serve warm.,https://www.vegrecipesofindia.com/wp-content/uploads/kaddu-ka-halwa-recipe.jpg,Sweet
